,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
63,83.0,174.0,83.0,3.0,3.0,6.0,2.0,98.0
64,83.0,188.0,98.0,1.0,0.0,4.0,3.0,81.0
65,83.0,179.0,74.0,2.0,1.0,9.0,3.0,86.0
66,83.0,200.0,62.0,1.0,18.0,5.0,2.0,75.0
67,83.0,183.0,75.0,1.0,20.0,6.0,2.0,70.0
68,83.0,177.0,81.0,2.0,7.0,3.0,2.0,91.0
69,83.0,170.0,68.0,1.0,0.0,6.0,3.0,81.0
70,83.0,206.0,67.0,1.0,2.0,7.0,1.0,88.0
71,83.0,200.0,92.0,2.0,5.0,9.0,1.0,88.0
72,83.0,167.0,105.0,2.0,0.0,4.0,1.0,84.0
73,83.0,175.0,77.0,2.0,21.0,6.0,2.0,79.0
74,83.0,189.0,85.0,1.0,6.0,6.0,3.0,71.0
75,83.0,173.0,72.0,1.0,10.0,6.0,3.0,70.0
76,83.0,179.0,98.0,1.0,15.0,4.0,2.0,70.0
77,83.0,178.0,71.0,2.0,0.0,8.0,2.0,92.0
78,83.0,177.0,94.0,2.0,17.0,2.0,1.0,78.0
79,83.0,176.0,69.0,3.0,7.0,8.0,3.0,89.0
80,83.0,210.0,73.0,2.0,3.0,8.0,1.0,97.0
81,83.0,196.0,62.0,2.0,2.0,5.0,3.0,88.0
82,83.0,186.0,75.0,3.0,0.0,1.0,2.0,107.0
83,83.0,174.0,74.0,1.0,6.0,4.0,4.0,70.0
84,83.0,188.0,78.0,2.0,1.0,4.0,3.0,94.0
85,83.0,183.0,89.0,2.0,0.0,9.0,3.0,84.0
86,83.0,173.0,81.0,2.0,8.0,9.0,2.0,76.0
87,83.0,183.0,83.0,1.0,20.0,8.0,3.0,66.0
88,83.0,177.0,64.0,1.0,13.0,6.0,2.0,71.0
89,83.0,184.0,69.0,1.0,6.0,7.0,3.0,80.0
90,83.0,178.0,74.0,1.0,12.0,2.0,3.0,68.0
91,83.0,181.0,69.0,0.0,0.0,9.0,3.0,71.0
92,83.0,205.0,65.0,3.0,20.0,9.0,3.0,82.0
93,83.0,164.0,71.0,2.0,4.0,8.0,3.0,77.0
94,83.0,184.0,90.0,4.0,4.0,3.0,2.0,105.0
95,83.0,188.0,64.0,1.0,1.0,2.0,1.0,93.0
96,83.0,212.0,81.0,1.0,0.0,5.0,1.0,88.0
97,83.0,192.0,91.0,2.0,1.0,6.0,2.0,86.0
98,83.0,179.0,61.0,2.0,0.0,9.0,3.0,89.0
99,83.0,206.0,66.0,1.0,0.0,0.0,3.0,89.0
100,83.0,183.0,61.0,4.0,0.0,5.0,1.0,113.0
101,83.0,186.0,68.0,2.0,12.0,7.0,1.0,88.0
102,83.0,205.0,62.0,2.0,3.0,3.0,2.0,97.0
103,83.0,172.0,75.0,2.0,9.0,0.0,3.0,84.0
104,83.0,173.0,73.0,2.0,17.0,9.0,4.0,70.0
105,83.0,166.0,107.0,1.0,12.0,10.0,2.0,59.0
106,83.0,174.0,82.0,1.0,7.0,6.0,5.0,63.0
107,83.0,201.0,61.0,0.0,6.0,8.0,3.0,72.0
108,83.0,175.0,98.0,2.0,21.0,7.0,2.0,70.0
109,83.0,202.0,61.0,2.0,2.0,3.0,2.0,96.0
110,83.0,167.0,78.0,1.0,18.0,8.0,2.0,65.0
111,83.0,201.0,96.0,1.0,2.0,7.0,3.0,78.0
112,83.0,178.0,68.0,2.0,0.0,5.0,2.0,96.0
113,83.0,202.0,71.0,1.0,8.0,4.0,3.0,76.0
114,83.0,159.0,75.0,1.0,0.0,8.0,4.0,67.0
115,83.0,181.0,80.0,1.0,16.0,7.0,4.0,66.0
116,83.0,186.0,95.0,2.0,6.0,9.0,2.0,84.0
117,83.0,169.0,93.0,1.0,21.0,8.0,2.0,57.0
118,83.0,192.0,69.0,2.0,0.0,5.0,2.0,98.0
119,83.0,171.0,80.0,2.0,7.0,9.0,2.0,84.0
120,83.0,164.0,86.0,1.0,15.0,9.0,3.0,56.0
121,83.0,198.0,79.0,3.0,14.0,7.0,2.0,93.0
122,83.0,170.0,68.0,2.0,20.0,1.0,3.0,76.0
123,83.0,176.0,78.0,2.0,9.0,9.0,1.0,83.0
124,83.0,187.0,67.0,1.0,20.0,3.0,3.0,68.0
125,83.0,182.0,105.0,3.0,4.0,8.0,3.0,89.0
126,83.0,181.0,67.0,2.0,13.0,1.0,3.0,86.0
127,83.0,181.0,110.0,1.0,16.0,5.0,2.0,68.0
128,83.0,187.0,71.0,2.0,11.0,3.0,2.0,87.0
129,83.0,190.0,85.0,3.0,22.0,9.0,2.0,78.0
130,83.0,193.0,104.0,1.0,19.0,6.0,3.0,64.0
131,83.0,187.0,67.0,2.0,0.0,6.0,3.0,91.0
132,83.0,188.0,63.0,2.0,22.0,0.0,2.0,80.0
133,83.0,195.0,64.0,3.0,0.0,1.0,3.0,107.0
134,83.0,182.0,62.0,2.0,18.0,6.0,2.0,80.0
135,83.0,167.0,78.0,3.0,13.0,7.0,2.0,91.0
136,83.0,194.0,94.0,2.0,0.0,6.0,2.0,89.0
137,83.0,175.0,75.0,1.0,19.0,6.0,4.0,61.0
138,83.0,183.0,68.0,2.0,18.0,1.0,3.0,78.0
139,83.0,202.0,92.0,1.0,14.0,2.0,2.0,79.0
140,83.0,183.0,71.0,2.0,3.0,9.0,2.0,85.0
141,83.0,201.0,74.0,2.0,17.0,4.0,4.0,75.0
142,83.0,168.0,99.0,2.0,14.0,9.0,1.0,74.0
143,83.0,188.0,62.0,2.0,20.0,4.0,1.0,83.0
144,83.0,204.0,79.0,1.0,4.0,8.0,2.0,82.0
145,83.0,196.0,74.0,1.0,0.0,3.0,3.0,85.0
146,83.0,183.0,71.0,2.0,13.0,8.0,4.0,75.0
147,83.0,186.0,97.0,2.0,15.0,7.0,1.0,82.0
148,83.0,180.0,66.0,1.0,8.0,8.0,3.0,68.0
149,83.0,195.0,86.0,1.0,22.0,8.0,2.0,62.0
150,83.0,167.0,65.0,1.0,5.0,3.0,1.0,80.0
151,83.0,186.0,71.0,3.0,7.0,8.0,3.0,90.0
152,83.0,172.0,64.0,1.0,12.0,9.0,1.0,71.0
153,83.0,165.0,88.0,2.0,8.0,9.0,3.0,75.0
154,83.0,186.0,75.0,1.0,18.0,1.0,2.0,72.0
155,83.0,184.0,79.0,3.0,15.0,7.0,3.0,87.0
156,83.0,163.0,108.0,1.0,10.0,7.0,2.0,63.0
157,83.0,193.0,94.0,1.0,11.0,5.0,1.0,78.0
158,83.0,176.0,90.0,2.0,13.0,7.0,1.0,81.0
159,83.0,180.0,78.0,3.0,5.0,9.0,3.0,90.0
160,83.0,192.0,62.0,2.0,3.0,3.0,2.0,92.0
161,83.0,201.0,75.0,3.0,15.0,1.0,2.0,94.0
162,83.0,185.0,60.0,2.0,1.0,3.0,2.0,95.0
163,83.0,175.0,62.0,2.0,1.0,9.0,2.0,88.0
164,83.0,195.0,81.0,1.0,18.0,5.0,2.0,70.0
165,83.0,196.0,83.0,2.0,0.0,7.0,4.0,82.0
166,83.0,198.0,77.0,1.0,0.0,7.0,4.0,75.0
167,83.0,206.0,89.0,1.0,4.0,1.0,3.0,86.0
168,83.0,178.0,69.0,1.0,14.0,6.0,2.0,75.0
169,83.0,198.0,76.0,1.0,10.0,9.0,2.0,70.0
170,83.0,196.0,90.0,1.0,0.0,2.0,4.0,84.0
171,83.0,207.0,70.0,1.0,1.0,8.0,3.0,80.0
172,83.0,177.0,78.0,1.0,22.0,0.0,3.0,68.0
173,83.0,181.0,70.0,0.0,1.0,7.0,2.0,74.0
174,83.0,169.0,85.0,1.0,17.0,4.0,3.0,65.0
175,83.0,196.0,100.0,2.0,19.0,8.0,1.0,74.0
176,83.0,173.0,73.0,3.0,5.0,3.0,2.0,104.0
177,83.0,161.0,60.0,1.0,18.0,6.0,2.0,63.0
178,83.0,179.0,112.0,1.0,18.0,5.0,3.0,61.0
179,83.0,165.0,96.0,1.0,7.0,8.0,2.0,70.0
180,83.0,197.0,66.0,1.0,3.0,9.0,3.0,78.0
181,83.0,181.0,73.0,2.0,15.0,5.0,3.0,76.0
182,83.0,198.0,76.0,1.0,1.0,9.0,3.0,73.0
183,83.0,172.0,82.0,3.0,21.0,8.0,1.0,84.0
184,83.0,204.0,63.0,3.0,4.0,8.0,3.0,94.0
185,83.0,205.0,74.0,1.0,4.0,7.0,1.0,85.0
186,83.0,184.0,72.0,1.0,13.0,9.0,3.0,68.0
187,83.0,187.0,64.0,1.0,22.0,7.0,3.0,64.0
188,83.0,202.0,76.0,2.0,11.0,3.0,1.0,89.0
189,83.0,193.0,86.0,2.0,0.0,3.0,4.0,87.0
190,83.0,164.0,89.0,2.0,0.0,5.0,1.0,91.0
191,83.0,177.0,87.0,3.0,1.0,4.0,3.0,93.0
192,83.0,193.0,85.0,1.0,13.0,6.0,2.0,75.0
193,83.0,195.0,88.0,3.0,5.0,5.0,2.0,100.0
194,83.0,197.0,82.0,1.0,19.0,8.0,3.0,66.0
195,83.0,199.0,81.0,1.0,14.0,7.0,4.0,69.0
196,83.0,175.0,72.0,2.0,0.0,0.0,1.0,99.0
197,83.0,199.0,91.0,1.0,1.0,3.0,3.0,78.0
198,83.0,172.0,74.0,2.0,0.0,9.0,2.0,90.0
199,83.0,190.0,61.0,2.0,0.0,6.0,2.0,97.0
200,83.0,183.0,73.0,1.0,12.0,5.0,3.0,69.0
201,83.0,193.0,67.0,2.0,6.0,8.0,1.0,86.0
202,83.0,198.0,75.0,2.0,4.0,4.0,2.0,94.0
203,83.0,189.0,93.0,2.0,1.0,3.0,2.0,89.0
204,83.0,182.0,93.0,1.0,12.0,6.0,2.0,70.0
205,83.0,179.0,67.0,2.0,13.0,10.0,3.0,74.0
206,83.0,164.0,85.0,1.0,12.0,4.0,1.0,72.0
207,83.0,178.0,92.0,1.0,5.0,9.0,4.0,66.0
208,83.0,186.0,67.0,3.0,0.0,9.0,3.0,102.0
209,83.0,205.0,61.0,1.0,13.0,6.0,2.0,78.0
210,83.0,173.0,63.0,1.0,12.0,9.0,3.0,69.0
211,83.0,180.0,72.0,2.0,4.0,5.0,1.0,90.0
212,83.0,182.0,68.0,3.0,0.0,6.0,2.0,104.0
213,83.0,179.0,62.0,1.0,4.0,9.0,2.0,78.0
214,83.0,201.0,112.0,1.0,20.0,3.0,4.0,61.0
215,83.0,192.0,67.0,2.0,20.0,7.0,1.0,83.0
216,83.0,191.0,92.0,2.0,17.0,5.0,1.0,81.0
217,83.0,187.0,100.0,1.0,20.0,8.0,3.0,59.0
218,83.0,207.0,70.0,2.0,4.0,7.0,1.0,96.0
219,83.0,183.0,90.0,3.0,16.0,6.0,1.0,84.0
220,83.0,170.0,73.0,1.0,2.0,2.0,2.0,83.0
221,83.0,176.0,100.0,0.0,12.0,6.0,2.0,61.0
222,83.0,176.0,89.0,1.0,17.0,2.0,4.0,61.0
223,83.0,191.0,82.0,1.0,3.0,7.0,2.0,77.0
224,83.0,194.0,77.0,3.0,18.0,1.0,4.0,88.0
225,83.0,188.0,66.0,1.0,5.0,7.0,3.0,74.0
226,83.0,157.0,83.0,2.0,2.0,8.0,4.0,77.0
227,83.0,176.0,83.0,1.0,21.0,5.0,2.0,65.0
228,83.0,178.0,69.0,2.0,8.0,5.0,3.0,85.0
229,83.0,178.0,85.0,1.0,21.0,6.0,3.0,59.0
230,83.0,196.0,100.0,1.0,11.0,6.0,5.0,66.0
231,83.0,194.0,69.0,2.0,9.0,0.0,4.0,85.0
232,83.0,177.0,97.0,2.0,18.0,5.0,2.0,78.0
233,83.0,201.0,66.0,2.0,4.0,8.0,3.0,88.0
234,83.0,192.0,83.0,2.0,4.0,6.0,4.0,85.0
235,83.0,184.0,69.0,3.0,0.0,7.0,2.0,99.0
236,83.0,189.0,63.0,0.0,13.0,9.0,2.0,66.0
237,83.0,166.0,80.0,1.0,4.0,0.0,4.0,74.0
238,83.0,165.0,80.0,2.0,20.0,8.0,1.0,71.0
239,83.0,194.0,71.0,1.0,9.0,9.0,2.0,78.0
240,83.0,194.0,99.0,1.0,9.0,5.0,4.0,71.0
241,83.0,194.0,82.0,1.0,6.0,2.0,2.0,80.0
242,83.0,197.0,79.0,3.0,7.0,7.0,2.0,94.0
243,83.0,214.0,89.0,1.0,11.0,4.0,2.0,80.0
244,83.0,166.0,71.0,2.0,1.0,7.0,3.0,82.0
245,83.0,199.0,63.0,1.0,10.0,7.0,2.0,77.0
246,83.0,167.0,95.0,1.0,1.0,1.0,2.0,80.0
247,83.0,192.0,68.0,3.0,7.0,8.0,3.0,92.0
248,83.0,184.0,94.0,2.0,16.0,9.0,3.0,74.0
249,82.0,195.0,87.0,1.0,1.0,1.0,2.0,84.0
250,82.0,178.0,69.0,2.0,11.0,9.0,2.0,78.0
251,82.0,176.0,69.0,1.0,0.0,6.0,2.0,81.0
252,82.0,209.0,90.0,1.0,17.0,6.0,3.0,68.0
253,82.0,169.0,94.0,1.0,20.0,3.0,1.0,66.0
254,82.0,182.0,108.0,1.0,18.0,3.0,3.0,62.0
255,82.0,175.0,76.0,1.0,22.0,7.0,1.0,60.0
256,82.0,165.0,65.0,1.0,21.0,5.0,3.0,66.0
257,82.0,188.0,77.0,1.0,21.0,4.0,1.0,67.0
258,82.0,194.0,64.0,3.0,22.0,3.0,1.0,90.0
259,82.0,184.0,72.0,4.0,6.0,7.0,1.0,106.0
260,82.0,172.0,60.0,1.0,9.0,7.0,4.0,71.0
261,82.0,196.0,81.0,1.0,21.0,2.0,2.0,70.0
262,82.0,194.0,78.0,1.0,7.0,9.0,2.0,75.0
263,82.0,160.0,102.0,2.0,8.0,5.0,2.0,80.0
264,82.0,196.0,72.0,1.0,5.0,8.0,3.0,76.0
265,82.0,174.0,90.0,3.0,2.0,0.0,3.0,102.0
266,82.0,194.0,75.0,0.0,10.0,6.0,2.0,68.0
267,82.0,184.0,92.0,1.0,21.0,9.0,2.0,57.0
268,82.0,174.0,74.0,2.0,5.0,5.0,3.0,80.0
269,82.0,177.0,101.0,1.0,2.0,6.0,3.0,77.0
270,82.0,172.0,88.0,1.0,13.0,8.0,2.0,63.0
271,82.0,163.0,75.0,2.0,22.0,8.0,3.0,64.0
272,82.0,179.0,84.0,1.0,6.0,0.0,2.0,78.0
273,82.0,185.0,70.0,2.0,19.0,1.0,1.0,81.0
274,82.0,167.0,74.0,1.0,12.0,7.0,1.0,71.0
275,82.0,176.0,76.0,0.0,1.0,9.0,2.0,71.0
276,82.0,184.0,67.0,3.0,20.0,4.0,4.0,79.0
277,82.0,186.0,84.0,2.0,7.0,5.0,3.0,77.0
278,82.0,185.0,88.0,2.0,6.0,7.0,2.0,83.0
279,82.0,169.0,77.0,1.0,5.0,5.0,2.0,73.0
280,82.0,183.0,97.0,2.0,18.0,4.0,2.0,75.0
281,82.0,188.0,88.0,2.0,11.0,9.0,2.0,80.0
282,82.0,177.0,84.0,3.0,3.0,7.0,3.0,87.0
283,82.0,177.0,62.0,3.0,12.0,9.0,3.0,89.0
284,82.0,178.0,70.0,2.0,19.0,1.0,1.0,86.0
285,82.0,171.0,88.0,3.0,11.0,9.0,1.0,85.0
286,82.0,200.0,110.0,2.0,8.0,9.0,1.0,80.0
287,82.0,170.0,89.0,2.0,12.0,1.0,3.0,80.0
288,82.0,182.0,73.0,2.0,10.0,8.0,1.0,83.0
289,82.0,177.0,69.0,1.0,9.0,6.0,2.0,78.0
290,82.0,208.0,76.0,2.0,5.0,8.0,2.0,91.0
291,82.0,189.0,86.0,1.0,13.0,7.0,3.0,67.0
292,82.0,175.0,71.0,2.0,5.0,0.0,1.0,94.0
293,82.0,185.0,92.0,1.0,1.0,9.0,1.0,74.0
294,82.0,163.0,73.0,1.0,13.0,3.0,2.0,64.0
295,82.0,178.0,64.0,1.0,6.0,9.0,2.0,82.0
296,82.0,168.0,93.0,1.0,22.0,2.0,1.0,69.0
297,82.0,189.0,96.0,3.0,18.0,4.0,1.0,86.0
298,82.0,197.0,88.0,3.0,16.0,8.0,3.0,80.0
299,82.0,172.0,94.0,3.0,13.0,4.0,1.0,94.0
300,82.0,180.0,74.0,3.0,13.0,4.0,3.0,90.0
301,82.0,188.0,65.0,1.0,0.0,2.0,5.0,77.0
302,82.0,199.0,71.0,1.0,15.0,8.0,2.0,75.0
303,82.0,177.0,105.0,1.0,17.0,8.0,2.0,60.0
304,82.0,172.0,71.0,2.0,15.0,9.0,3.0,74.0
305,82.0,200.0,74.0,2.0,4.0,8.0,2.0,87.0
306,82.0,205.0,69.0,1.0,1.0,8.0,4.0,75.0
307,82.0,190.0,66.0,2.0,19.0,4.0,3.0,81.0
308,82.0,174.0,79.0,2.0,3.0,6.0,4.0,76.0
309,82.0,178.0,66.0,2.0,2.0,9.0,2.0,83.0
310,82.0,165.0,97.0,1.0,11.0,8.0,4.0,57.0
311,82.0,174.0,98.0,2.0,2.0,4.0,3.0,78.0
312,82.0,168.0,66.0,1.0,0.0,8.0,2.0,81.0
313,82.0,183.0,63.0,1.0,4.0,1.0,2.0,86.0
314,82.0,194.0,90.0,1.0,13.0,7.0,2.0,73.0
315,82.0,183.0,85.0,1.0,0.0,5.0,2.0,84.0
316,82.0,195.0,101.0,0.0,20.0,6.0,2.0,56.0
317,82.0,187.0,81.0,1.0,1.0,8.0,1.0,79.0
318,82.0,204.0,95.0,3.0,6.0,8.0,2.0,92.0
319,82.0,168.0,93.0,1.0,0.0,7.0,2.0,70.0
320,82.0,183.0,76.0,1.0,2.0,6.0,2.0,81.0
321,82.0,167.0,75.0,1.0,11.0,10.0,2.0,62.0
322,82.0,187.0,79.0,0.0,0.0,8.0,2.0,74.0
323,82.0,199.0,84.0,2.0,18.0,1.0,2.0,80.0
324,82.0,194.0,82.0,1.0,17.0,5.0,3.0,69.0
325,82.0,192.0,69.0,1.0,0.0,3.0,3.0,87.0
326,82.0,156.0,94.0,0.0,19.0,5.0,3.0,50.0
327,82.0,209.0,86.0,2.0,17.0,5.0,3.0,74.0
328,82.0,168.0,81.0,1.0,15.0,3.0,1.0,70.0
329,82.0,182.0,82.0,1.0,7.0,9.0,2.0,75.0
330,82.0,214.0,68.0,2.0,10.0,3.0,4.0,82.0
331,82.0,174.0,111.0,1.0,17.0,4.0,2.0,64.0
332,82.0,175.0,81.0,2.0,0.0,1.0,3.0,87.0
333,82.0,179.0,95.0,1.0,15.0,1.0,3.0,70.0
334,82.0,163.0,100.0,2.0,18.0,4.0,3.0,66.0
335,82.0,174.0,98.0,2.0,2.0,8.0,3.0,83.0
336,82.0,196.0,72.0,1.0,0.0,5.0,3.0,82.0
337,82.0,162.0,84.0,2.0,19.0,4.0,3.0,73.0
338,82.0,212.0,92.0,1.0,12.0,1.0,5.0,72.0
339,82.0,194.0,85.0,1.0,14.0,9.0,1.0,74.0
340,82.0,190.0,83.0,2.0,17.0,1.0,4.0,77.0
341,82.0,161.0,96.0,2.0,13.0,7.0,2.0,68.0
342,82.0,180.0,63.0,3.0,14.0,3.0,3.0,88.0
343,82.0,190.0,71.0,1.0,0.0,0.0,3.0,85.0
344,82.0,167.0,71.0,2.0,16.0,7.0,3.0,67.0
345,82.0,171.0,85.0,2.0,4.0,6.0,3.0,76.0
346,82.0,182.0,68.0,3.0,7.0,8.0,2.0,92.0
347,82.0,184.0,80.0,1.0,15.0,7.0,4.0,62.0
348,82.0,165.0,80.0,2.0,3.0,9.0,2.0,79.0
349,82.0,188.0,81.0,2.0,4.0,1.0,2.0,90.0
350,82.0,169.0,86.0,2.0,14.0,3.0,3.0,76.0
351,82.0,179.0,72.0,1.0,7.0,9.0,2.0,71.0
352,82.0,193.0,112.0,2.0,4.0,7.0,2.0,84.0
353,82.0,184.0,71.0,0.0,9.0,6.0,2.0,69.0
354,82.0,182.0,65.0,1.0,13.0,5.0,1.0,74.0
355,82.0,181.0,70.0,1.0,3.0,8.0,3.0,78.0
356,82.0,168.0,97.0,1.0,14.0,5.0,1.0,68.0
357,82.0,170.0,108.0,1.0,4.0,5.0,2.0,74.0
358,82.0,193.0,83.0,2.0,0.0,8.0,3.0,81.0
359,82.0,196.0,76.0,2.0,3.0,9.0,2.0,88.0
360,82.0,176.0,68.0,1.0,19.0,7.0,1.0,70.0
361,82.0,175.0,63.0,0.0,18.0,4.0,2.0,65.0
362,82.0,182.0,83.0,2.0,22.0,5.0,3.0,73.0
363,82.0,179.0,90.0,1.0,17.0,2.0,2.0,68.0
364,82.0,189.0,75.0,2.0,7.0,5.0,3.0,84.0
365,82.0,186.0,66.0,2.0,17.0,0.0,2.0,80.0
366,82.0,183.0,72.0,2.0,22.0,9.0,5.0,69.0
367,82.0,179.0,63.0,2.0,11.0,6.0,1.0,86.0
368,82.0,178.0,80.0,0.0,16.0,3.0,2.0,62.0
369,82.0,180.0,65.0,2.0,17.0,5.0,3.0,79.0
370,82.0,163.0,73.0,3.0,15.0,6.0,2.0,90.0
371,82.0,199.0,89.0,2.0,11.0,9.0,2.0,77.0
372,82.0,174.0,64.0,2.0,19.0,0.0,3.0,83.0
373,82.0,178.0,97.0,3.0,20.0,6.0,1.0,87.0
374,82.0,207.0,90.0,2.0,8.0,7.0,1.0,92.0
375,82.0,198.0,95.0,1.0,8.0,8.0,3.0,71.0
376,82.0,189.0,88.0,1.0,2.0,1.0,3.0,79.0
377,82.0,173.0,99.0,3.0,9.0,9.0,2.0,83.0
378,82.0,190.0,91.0,1.0,0.0,3.0,2.0,83.0
379,82.0,179.0,93.0,2.0,9.0,9.0,3.0,76.0
380,82.0,207.0,90.0,2.0,0.0,1.0,2.0,99.0
381,82.0,185.0,76.0,2.0,3.0,8.0,3.0,77.0
382,82.0,196.0,78.0,0.0,15.0,7.0,2.0,63.0
383,82.0,174.0,74.0,2.0,13.0,5.0,3.0,81.0
384,82.0,192.0,75.0,1.0,12.0,6.0,3.0,70.0
385,82.0,176.0,67.0,1.0,19.0,6.0,3.0,59.0
386,82.0,175.0,109.0,0.0,16.0,8.0,2.0,51.0
387,82.0,202.0,70.0,1.0,22.0,1.0,3.0,70.0
388,82.0,172.0,74.0,1.0,18.0,8.0,3.0,63.0
389,82.0,210.0,86.0,3.0,4.0,6.0,2.0,97.0
390,82.0,188.0,79.0,1.0,9.0,9.0,1.0,73.0
391,82.0,187.0,70.0,1.0,0.0,5.0,1.0,85.0
392,82.0,161.0,72.0,2.0,10.0,5.0,3.0,74.0
393,82.0,197.0,76.0,2.0,11.0,1.0,2.0,86.0
394,82.0,167.0,80.0,1.0,11.0,9.0,1.0,69.0
395,82.0,194.0,76.0,2.0,19.0,9.0,1.0,78.0
396,82.0,183.0,101.0,3.0,0.0,9.0,3.0,94.0
397,82.0,182.0,81.0,1.0,22.0,2.0,2.0,64.0
398,82.0,179.0,90.0,1.0,1.0,5.0,1.0,82.0
399,82.0,179.0,79.0,1.0,20.0,0.0,1.0,74.0
400,82.0,173.0,67.0,1.0,0.0,8.0,3.0,79.0
401,82.0,178.0,72.0,3.0,8.0,7.0,3.0,90.0
402,82.0,170.0,75.0,1.0,4.0,1.0,3.0,81.0
403,82.0,176.0,63.0,1.0,14.0,9.0,4.0,61.0
404,82.0,176.0,65.0,1.0,17.0,3.0,3.0,67.0
405,82.0,180.0,73.0,1.0,18.0,2.0,3.0,71.0
406,82.0,196.0,94.0,2.0,3.0,6.0,4.0,76.0
407,82.0,187.0,92.0,1.0,22.0,8.0,2.0,61.0
408,82.0,186.0,96.0,2.0,14.0,9.0,2.0,70.0
